Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Letter Type
10/11/2016,09/29/2016,Wallace Cameron International Ltd,Center for Drug Evaluation and Research,Failure to Register and List,Warning Letter
10/11/2016,09/29/2016,Delarange Cosmetics BV,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
10/11/2016,09/30/2016,"Shin Ho Sing Ocean Enterprise Co., Ltd.",Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
10/11/2016,10/07/2016,Paramount Farms,San Francisco District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
10/11/2016,08/19/2016,The Apothecary Shoppe LLC,Dallas District Office,Unapproved New Drugs/Misbranded,Warning Letter
10/11/2016,09/29/2016,"Kawo, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/11/2016,09/29/2016,Mission Pipe Cigar Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/11/2016,09/29/2016,Encore Vapor Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/11/2016,09/30/2016,I Puff Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/11/2016,09/29/2016,Rize Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/11/2016,09/30/2016,Puff N Stuff Kissimmee Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/11/2016,09/19/2014,www.cheapcigarettesone.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/11/2016,07/16/2015,http://www.cigars-habanos.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
10/10/2016,09/29/2016,Laboratoire Sintyl S.A.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
10/04/2016,09/12/2016,Mappel Industria de Embalagens S.A.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
10/04/2016,09/22/2016,"Royal Lagoon Seafood, Inc.",New Orleans District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
10/04/2016,09/23/2016,"S.S.O., Inc dba BYS Company",Los Angeles District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
10/03/2016,09/13/2016,Bellus Medical,Dallas District Office,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA),Warning Letter
10/03/2016,09/26/2016,"Nippon Fine Chemical Co., LTD",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
09/27/2016,03/25/2016,"Chicago Indoor Garden, Inc.",Chicago District Office,Food/Prepared Packed or Held Under Insanitary Conditions/Adulterated,Warning Letter
09/27/2016,06/17/2016,Tensen Dairies LLC,Chicago District Office,Illegal Drug Residue,Warning Letter
09/27/2016,08/22/2016,Leon Varel,Chicago District Office,Illegal Drug Residue,Warning Letter
09/27/2016,09/09/2016,Ajes Pharmaceuticals LLC,New York District Office,"CGMP/Manufacturing, Packaging, Labeling, or Holding Operations for Dietary Supplements/Adulterated",Warning Letter
09/27/2016,09/15/2016,Positive Power Nutrition,Los Angeles District Office,New Drug/Misbranded,Warning Letter
09/27/2016,09/15/2016,"Cheng Fong Chemical Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
09/27/2016,09/20/2016,"SuperValue, Inc.",Philadelphia District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/26/2016,09/15/2016,Frontier Japan Inc.,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/20/2016,07/18/2016,Ageless Aesthetics,Denver District Office,New Drug/Labeling/False & Misleading Claims,Warning Letter
09/20/2016,08/18/2016,Sarkli Repechage Ltd,New Jersey District Office,New Drug/Labeling/Misbranded,Warning Letter
09/20/2016,08/29/2016,Zo Skin Health Inc.,Los Angeles District Office,New Drug/Labeling/Misbranded,Warning Letter
09/20/2016,09/06/2016,Hebei Yuxing Bio-Engineering Co Ltd,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
09/20/2016,09/07/2016,"Option Care Enterprises, Inc.",Seattle District Office,Compounding Pharmacy/Adulterated Drug Products,Warning Letter
09/20/2016,09/23/2016,Rio Loco Dairy Farms LLC,Los Angeles District Office,Illegal Drug Residue,Warning Letter
09/19/2016,08/01/2016,Tata Harper Skincare,New England District Office,New Drugs/Cosmetics Labeling and Marketing with Drug Claims,Warning Letter
09/19/2016,09/02/2016,Nephron Pharmaceuticals Corporation dba Nephron Sterile Compounding Center,Florida District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
09/18/2016,04/13/2016,K's Tobacco and Brew,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/18/2016,04/28/2016,my-food-online,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/18/2016,05/25/2016,"Hari Cards & Convenience, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2016,09/02/2016,"ePipeMods, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2016,09/02/2016,Roadrunner Wholesale,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2016,09/02/2016,"SmokTek, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2016,09/06/2016,Hookah Town,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2016,09/06/2016,Cigastix,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2016,09/06/2016,Electronic Cigarettes Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2016,09/06/2016,Mecam Corp,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/15/2016,09/06/2016,Silvio M Palomino Cigars,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/13/2016,04/08/2016,"Salud Natural Entrepreneurs, Inc.",Chicago District Office,Unapproved New Drugs/Misbranded,Warning Letter
09/13/2016,07/22/2016,"American Pharmacy of Illinois, Inc. dba Alwan's Pharmacy",Chicago District Office,Drug Product/Adulterated,Warning Letter
09/13/2016,09/02/2016,Harrington House Ltd,Center for Food Safety and Applied Nutrition,New Drug/Labeling/Misbranded,Warning Letter
09/13/2016,09/02/2016,"Central Illinois Compounding, Inc. dba Preckshot Professional Pharmacy",Chicago District Office,Drug Product/Adulterated,Warning Letter
09/13/2016,07/22/2016,"Kalman Health & Wellness, Inc. dba Essential Wellness Pharma",Chicago District Office,Drug Product/Adulterated,Warning Letter
09/12/2016,08/31/2016,Vaping Sisters,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/12/2016,09/02/2016,"Pacific Healthcare, Inc dba B&B Pharmacy",Los Angeles District Office,Unapproved New Drug/Compounding/Misbranding/Adulterated,Warning Letter
09/06/2016,03/15/2016,"Global Marketing Enterprises, Inc.",Chicago District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/06/2016,07/18/2016,Menscience Androceuticals,Florida District Office,New Drug/Labeling/Misbranded,Warning Letter
09/06/2016,07/21/2016,La Bella Figura,Chicago District Office,New Drugs/Cosmetics Labeling and Marketing with Drug Claims,Warning Letter
09/06/2016,07/29/2016,Healing Scents,Chicago District Office,New Drug/Labeling/Misbranded,Warning Letter
09/06/2016,08/02/2016,RDJ Dairy Farm,Detroit District Office,Illegal Drug Residue,Warning Letter
09/06/2016,08/04/2016,"Noll Dairy Farm, Inc.",Detroit District Office,Illegal Drug Residue,Warning Letter
09/06/2016,08/05/2016,"Pegasus Laboratories, Inc.",Florida District Office,New Animal Drug/Adulterated,Warning Letter
09/06/2016,08/09/2016,VetraGenics,Atlanta District Office,New Animal Drug/Adulterated,Warning Letter
09/06/2016,08/25/2016,Lima & Pergher Industria e Comercio S/A,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
09/06/2016,08/25/2016,Pan Drugs Limited,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
09/06/2016,08/26/2016,Ratzlaff Ranch Inc.,San Francisco District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
09/06/2016,08/29/2016,Middlefield Original Cheese Coop,Cincinnati District Office,Food Labeling/Misbranded,Warning Letter
09/06/2016,08/12/2016,"Saranac Brand Foods, Inc.",Detroit District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
09/06/2016,08/19/2016,"Central Admixture Pharmacy Services, Inc.",Philadelphia District Office,Unapproved New Drug/Compounding/Misbranding/Adulterated,Warning Letter
09/05/2016,08/09/2016,"Jack P. Herick, Inc. dba Glades Drugs",Florida District Office,Drug Product/Adulterated,Warning Letter
09/05/2016,08/11/2016,Zhejiang Hisoar Pharmaceutical Co. Ltd.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
09/05/2016,08/26/2016,KCE LLC,San Francisco District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
09/03/2016,09/01/2015,www.tobaccosmokes.net,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
09/02/2016,08/31/2015,Tobacco Inn,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
08/31/2016,11/02/2015,"Swisher International, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
08/30/2016,03/07/2016,Los Angeles Fish Co.,Los Angeles District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/30/2016,03/24/2016,Windmill Dairy,Los Angeles District Office,Illegal Drug Residue,Warning Letter
08/30/2016,08/17/2016,Amniotic Therapies LLC.,Center for Biologics Evaluation and Research,CGMP/Deviations/Biologics License Application (BLA),Warning Letter
08/30/2016,08/17/2016,Simpro,Dallas District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/30/2016,08/18/2016,Central Admixture Pharmacy Services Inc,Los Angeles District Office,Unapproved New Drug/Compounding/Misbranding/Adulterated,Warning Letter
08/30/2016,08/19/2016,Xinxiang Tuoxin Biochemical Co. Ltd,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
08/29/2016,08/17/2016,"Brown's Compounding Center, Inc.",Denver District Office,Unapproved New Drug/Compounding/Misbranding/Adulterated,Warning Letter
08/23/2016,07/15/2016,"Aloe Farms, Inc",Dallas District Office,Acidified Foods/Emergency Permit Control/Adulterated/Misbranded,Warning Letter
08/23/2016,08/05/2016,Tosoh Bioscience Inc,Cincinnati District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/23/2016,08/10/2016,Huzhou Aupower Sanitary Commodity,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/23/2016,08/10/2016,Phillip Thompson,Baltimore District Office,Illegal Drug Residue,Warning Letter
08/23/2016,08/12/2016,Unimark Remedies Limited,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
08/23/2016,08/12/2016,"Cape Apothecary, Inc.",Baltimore District Office,Unapproved New Drug/Compounding/Misbranding/Adulterated,Warning Letter
08/23/2016,08/15/2016,College Pharmacy Incorporated,Denver District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
08/22/2016,08/09/2016,"Jeni's Splendid Ice Creams, LLC",Cincinnati District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
08/22/2016,08/10/2016,"O. Scott Wayment Dairy, Inc.",Denver District Office,Illegal Drug Residue,Warning Letter
08/22/2016,08/15/2016,Frontida BioPharm Inc,Philadelphia District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/16/2016,02/17/2016,Omega Laser Systems,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
08/16/2016,02/18/2016,C World KSG Corporation,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
08/16/2016,02/18/2016,Implants International Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/16/2016,03/03/2016,Aussimed Ltd,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/16/2016,05/05/2016,F.P. Rubinstein Y Cia SRL,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/16/2016,05/13/2016,"Helica Instruments, Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
08/16/2016,05/27/2016,Mooncup LTD,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/16/2016,06/16/2016,Centro Naturista,Dallas District Office,Unapproved New Drugs/Misbranded,Warning Letter
08/16/2016,07/19/2016,Beyond Technology Corporation Nanchang,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/16/2016,07/28/2016,Novastep,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
08/16/2016,08/03/2016,Spiegelberg Gmbh & Co. KG,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
08/16/2016,08/03/2016,A.R.C.O.S. Srl,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/16/2016,08/05/2016,"W & R Investments, LLC",New England District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/16/2016,08/08/2016,Sentara Enterprises,Baltimore District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/16/2016,02/04/2016,"Bedfont Scientific, Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
08/15/2016,05/10/2016,"Master And Frank Ent. Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/15/2016,07/18/2016,Michael Todd,Florida District Office,New Drugs/Cosmetics Labeling and Marketing with Drug Claims,Warning Letter
08/15/2016,08/05/2016,"The Wellness Center Pharmacy, Inc., dba Designer Drugs",New Orleans District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
08/09/2016,02/01/2016,"Fallon Wellness Pharmacy, L.L.C.",New York District Office,CGMP/Compounded Drugs/Misbranding,Warning Letter
08/09/2016,06/28/2016,"John Gabriel, MD",Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
08/09/2016,07/22/2016,Lavian Ltd,New York District Office,New Drug/Labeling/Misbranded,Warning Letter
08/09/2016,07/22/2016,TPR Holding LLC,New York District Office,New Drug/Labeling/Misbranded,Warning Letter
08/09/2016,07/22/2016,J&E International Corp,Seattle District Office,Internet Marketing of Unapproved and Misbranded Drugs,Warning Letter
08/09/2016,07/26/2016,Concept Products Limited,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/09/2016,07/28/2016,Min Ny,New York District Office,New Drug/Labeling/Misbranded,Warning Letter
08/09/2016,07/29/2016,"Techni Med, Inc. dba The Compounder",Chicago District Office,Unapproved New Drugs/Misbranded,Warning Letter
08/08/2016,07/20/2016,"Finally Pure, LLC",Seattle District Office,Internet Marketing of Unapproved and Misbranded Drugs,Warning Letter
08/08/2016,07/22/2016,"Peter Thomas Roth Labs, LLC",New York District Office,New Drug/Labeling/Misbranded,Warning Letter
08/08/2016,08/01/2016,Plainsboro Pharmacy,New Jersey District Office,Compounding Pharmacy/Adulterated/Misbranding,Warning Letter
08/08/2016,08/02/2016,Adamson Analytical Laboratories Inc,Los Angeles District Office,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
08/07/2016,08/04/2016,http://cigaretkretek.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
08/03/2016,07/28/2016,"B&J's Cash and Carry, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
08/02/2016,06/30/2016,Trimed Inc,Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
08/02/2016,07/15/2016,Oregon Potato Company,Seattle District Office,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
08/02/2016,07/19/2016,Xiamen Origin Biotech Co. Ltd.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
08/02/2016,07/22/2016,New Horizon Nutraceuticals LLC,Philadelphia District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
08/02/2016,07/22/2016,Celloxess LLC,New Jersey District Office,New Drug/Misbranded,Warning Letter
08/02/2016,07/26/2016,PT Tritunggal Lintas Benua,Center for Food Safety and Applied Nutrition,Seafood HACCP/CGMP for Foods/Adulterated,Warning Letter
08/02/2016,10/30/2014,"King Mountain Tobacco Company, Inc.",Center for Tobacco Products,Interstate Commerce/Tobacco/Adulterated,Warning Letter
08/01/2016,06/28/2016,American Specialty Pharmacy,Dallas District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
08/01/2016,07/13/2016,"DPI Specialty Foods Rocky Mountain, Inc.",Denver District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
08/01/2016,07/19/2016,Sheryl Gibbs,Philadelphia District Office,New Drug/Labeling/False & Misleading Claims,Warning Letter
08/01/2016,07/19/2016,"Oliverio's Italian Style Peppers, Inc.",Baltimore District Office,Acidified Foods/Emergency Permit Control/Adulterated/Misbranded,Warning Letter
08/01/2016,07/21/2016,Cold Turkey Juice,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Section 301(tt) Violation,Warning Letter
08/01/2016,07/22/2016,"Hsu's Ginseng Enterprises, Inc",Minneapolis District Office,New Drug/Labeling/Misbranded,Warning Letter
07/27/2016,07/21/2016,http://www.cig4u.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/26/2016,06/03/2016,Diabetes Corporation of America,New Orleans District Office,Drug Product/Adulterated,Warning Letter
07/26/2016,06/23/2016,"Skipanon Brand Seafoods, LLC",Seattle District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
07/26/2016,07/01/2016,Reser's Fine Foods Inc.,Atlanta District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
07/26/2016,07/11/2016,Regional Radiology,New Jersey District Office,Mammography Quality Standards,Warning Letter
07/26/2016,07/15/2016,Annemarie Gianni Skin Care LLC,New England District Office,New Drug/Labeling/Misbranded,Warning Letter
07/26/2016,07/15/2016,Karen Roche,New England District Office,New Drug/Misbranded,Warning Letter
07/25/2016,11/05/2015,"BJ's II, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/25/2016,02/29/2016,Store2Door,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/25/2016,06/21/2016,Kohman Dairy LLC,Kansas City District Office,Illegal Drug Residue Animal Tissue/Adulterated,Warning Letter
07/25/2016,06/29/2016,"Monroe Grain & Supply, Inc.",Detroit District Office,Illegal Drug Residue,Warning Letter
07/20/2016,06/16/2016,Adriatic Seafood Inc,New York District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
07/19/2016,07/19/2016,Sircuit Skin,Los Angeles District Office,New Drug/Labeling/False & Misleading Claims,Warning Letter
07/19/2016,02/11/2016,Gasco Industrial,San Juan District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
07/19/2016,06/13/2016,"Oscor, Inc.",Florida District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
07/19/2016,06/14/2016,"Pescatlantic, LLC",Florida District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
07/19/2016,06/30/2016,SmithKline Beecham Limited,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
07/19/2016,07/12/2016,GenPak Solutions LLC,Cincinnati District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
07/19/2016,07/12/2016,"TerraVare, Inc.",New York District Office,CGMP/Dietary Supplement/Misbranded,Warning Letter
07/18/2016,06/30/2016,"Mc-Cor, LLC",San Juan District Office,New Drug/Misbranded,Warning Letter
07/13/2016,06/08/2016,Whole Foods Market North Atlantic Kitchen,New England District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
07/12/2016,06/02/2016,Steroid Bazaar - KABS Software/Nurettin Yagmur Bokurt,Center for Drug Evaluation and Research,Unapproved New Drugs/Misbranded,Warning Letter
07/12/2016,06/28/2016,Robin Martin,Detroit District Office,Illegal Drug Residue,Warning Letter
07/11/2016,02/23/2016,U Minimart Inc. d/b/a Cigar Palace,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/11/2016,02/29/2016,"Yasmeen Investments, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/11/2016,06/30/2016,Morwai Dairy,Denver District Office,Illegal Drug Residue,Warning Letter
07/10/2016,02/18/2016,Original Cigarettes Indonesia,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/10/2016,02/24/2016,http://www.smokesbymail.net,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
07/05/2016,05/27/2016,"Orthosoft, Inc. dba Zimmer CAS",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,Warning Letter
07/05/2016,06/23/2016,Lavella Brothers,Philadelphia District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
07/04/2016,06/22/2016,"Guangzhou Haishi Biological Technology Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
07/04/2016,06/29/2016,Dreamland Trading Inc,Minneapolis District Office,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
06/28/2016,02/04/2016,Eolane Vailhauques,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/28/2016,04/07/2016,D & E Dairy,Los Angeles District Office,Illegal Drug Residue,Warning Letter
06/28/2016,04/12/2016,"Spot On Sciences, Inc.",Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA),Warning Letter
06/28/2016,05/19/2016,Jose Giron,Center for Drug Evaluation and Research,Clinical Investigator,Warning Letter
06/28/2016,06/02/2016,General Medical Company,Los Angeles District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/28/2016,06/21/2016,Chongqing Lummy Pharmaceutical Co. Ltd.,Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Finished Pharmaceuticals/Adulterated,Warning Letter
06/28/2016,06/21/2016,"POPSALOT, LLC",Los Angeles District Office,Food Labeling/Misbranded,Warning Letter
06/28/2016,06/22/2016,"Coastal Meds, LLC.",New Orleans District Office,CGMP/Compounded Drugs/Misbranding,Warning Letter
06/27/2016,06/16/2016,"Shanghai Desano Chemical Pharmaceutical Co., Ltd.",Center for Drug Evaluation and Research,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,Warning Letter
06/21/2016,02/04/2016,Berwickshire Electronic Manufacturing Ltd.,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/21/2016,04/14/2016,"Neuralight HD, LLC",Center for Drug Evaluation and Research,Sponsor/Investigator,Warning Letter
06/21/2016,05/24/2016,American Pure Whey,Atlanta District Office,CGMP/Dietary Supplement/Adulterated/Misbranded,Warning Letter
06/21/2016,05/27/2016,MGM Cattle Co. LTD,Dallas District Office,Illegal Drug Residue,Warning Letter
06/21/2016,06/02/2016,"Valley Processing, Inc.",Seattle District Office,Juice HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
06/21/2016,06/02/2016,TYRX Inc.,New Jersey District Office,CGMP/QSR/Medical Devices/Adulterated,Warning Letter
06/21/2016,06/03/2016,Qualgen,Dallas District Office,Unapproved New Drug/Compounding/Misbranding/Adulterated,Warning Letter
06/21/2016,06/07/2016,"Millers of Wyckoff, Inc.",New Jersey District Office,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,Warning Letter
06/21/2016,06/13/2016,S.R. Burzynski Manufacturing Facility,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
06/20/2016,04/20/2016,Azienda Agricola Paul Cappelli,Center for Food Safety and Applied Nutrition,Acidified Foods/Emergency Permit Control/Adulterated/Misbranded,Warning Letter
06/20/2016,06/14/2016,"Suisan Company, Ltd",San Francisco District Office,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,Warning Letter
06/14/2016,05/19/2016,Douce France Bakery,San Francisco District Office,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",Warning Letter
06/14/2016,05/23/2016,PCP LV LLC dba Pinnacle Compounding Pharmacy,San Francisco District Office,CGMP/Compounded Drugs/Adulterated,Warning Letter
06/14/2016,06/02/2016,Austin Biotechnology Inc.,Center for Drug Evaluation and Research,CGMP/Finished Pharmaceuticals/Adulterated,Warning Letter
06/14/2016,06/03/2016,"Focus Laboratories, Inc.",Dallas District Office,Medical Foods and New Drug Labeling/Internet Claims/Misbranded,Warning Letter
06/14/2016,06/07/2016,AMJ Distribution Company,Minneapolis District Office,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",Warning Letter
06/14/2016,06/09/2016,The Compounding Pharmacy of America,New Orleans District Office,CGMP/Compounded Drugs/Misbranding,Warning Letter
06/13/2016,06/06/2016,"People's Custom Rx and Clinical Care, LLC",New Orleans District Office,CGMP/Compounded Drugs/Misbranding,Warning Letter
06/13/2016,01/08/2016,Coapt LLC,Chicago District Office,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA),Warning Letter
06/12/2016,06/09/2016,smokersdiscounts.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,Warning Letter
